Name,id,Status,Source,Last Updated,Address,Zip Code,Phone,Email,Website/Social Media,Neighborhood,Category,Pod,Latitude,Longitude,Special Accommodation Hours,SNAP/EBT,WIC,Pickup Offered,Delivery Offered,Delivery/Pickup Notes,Notes,Donate,Created time,Sub-Category,Hours,Hours - Obsolete,Admin Notes
UPS Access Point Locker,395,,,,"McGuinness & Kent Serv. Station (BP, 256 McGuinness Blvd, Brooklyn, NY 11222",11222,(866) 790-8450,,https://www.ups.com/us/en/services/individual-shipper/ups-access-point-deliveries.page,Greenpoint,Shipping Services/Post Office,5,40.738620,-73.953090,,,,,,,,,4/29/2020 3:29am,,,,
Upstate Stock,396,Open,Location,5/5/2020,"2 Berry St, Brooklyn, NY 11249",11249,None,None,https://www.instagram.com/upstatestock/,Greenpoint,Grocery Store,13,40.722548,-73.955168,,,,Yes,,"Berry Street location open for cafe food, grocery items and sundries (and puzzles!)",,,5/2/2020 3:53am,"Cafe,Grocery Store",Daily: 8am-5pm,Daily 8am-5pm,
Upstate Stock,397,Closed,Location,5/1/2020,"223 Kent Avenue, Brooklyn New York 11249",11249,None,None,upstatestock.com,South Williamsburg,Grocery Store,27,40.716865,-73.965179,,,,,,,,,5/2/2020 3:57am,Cafe,,,
V & A Pharmacy,398,Open,,,"72 Manhattan Ave, Brooklyn, NY 11206",11206,(718) 388-8500,,,South Williamsburg,Pharmacy,31,40.704719,-73.944274,,,,Yes,,,,,4/29/2020 12:34am,,Mon-Fri: 9am-7pm / Sat: 10am-4pm / Sun: Closed ,"m-f 9-7, sat 10-4, sun closed",
Vamos al Tequila,399,Closed,Location,5/2/2020,"162 Franklin St, Brooklyn, NY 11222",11222,(718) 383-0808,,https://www.instagram.com/vamosaltequila/,Greenpoint,Restaurant,4,40.730788,-73.957536,,,,,,"Opening ""soon"" as of 5/5/20",,X,4/29/2020 1:01am,Mexican,,,
Van Leeuwen Greenpoint,400,Open,,5/2/2020,"620 Manhattan Ave., Brooklyn, NY 11222",11222,(347) 987-4774,,https://www.instagram.com/vanleeuwenicecream/,Greenpoint,Restaurant,12,40.723610,-73.950432,,,,No,Yes,"Delivery on Caviar, UberEats, Postmates.",Pints also available in bodegas and grocers.,X,4/29/2020 1:01am,Ice Cream Parlor,,,
Van Leeuwen Williamsburg,401,Open,,5/5/2020,"204 Wythe Ave., Brooklyn, NY 11249",11249,(929) 337-6907,,https://www.instagram.com/vanleeuwenicecream/,North Williamsburg,Restaurant,14,40.718401,-73.962642,,,,Yes,Yes,"Delivery on Caviar, UberEats, Postmates and Doordash.",Pints also available in bodegas and grocers.,X,4/29/2020 1:01am,Ice Cream Parlor,Daily: 3pm-10:45pm,,
Van Moof,402,Open,Transportation Alternative Sheet,3/30/2020,"326 Wythe Ave, Brooklyn, NY 11249",11249,(855) 808-1100,,vanmoof.com,South Williamsburg,Bike Shops,27,40.715414,-73.964868,,,,,,,,,4/29/2020 12:34am,,By Appointment Only,By appointment only,
Vera Cruz,425,Open (Missing Info),,5/5/2020,195 Bedford Ave.,11211,(718) 486-3333,,https://www.instagram.com/veracruzbk/,North Williamsburg,Restaurant,,40.718710,-73.957806,,,,Yes,No,Open 2-8pm on 5/5/20,,https://www.gofundme.com/f/vera-cruz-staff-fund,5/5/2020 10:00pm,Mexican,5/5/20: 2-8pm,,
Victor Grocery,403,,,,"974 Manhattan Avenue, Brooklyn, NY 11222",11222,(718) 383-2935,,,Greenpoint,Grocery Store,4,40.732500,-73.954320,,,,,,,,,4/29/2020 12:34am,,,,
Vida Pharmacy,404,Open,,,"172 Bushwick Ave, Brooklyn, NY 11206",11206,(347) 725-4953,,,East Williamsburg,Pharmacy,20,40.709440,-73.940509,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Thurs: 11am-7pm / Fri: 9am-2pm / Sat: Closed / Sun: 11am-5pm,"m-th 11-7, fri 9-2, sat closed, sun 11-5",
Vine Wine,405,Open,,5/3/2020,616 Lorimer Street,11211,(718) 349-1718,,https://www.vine-wine.com/,East Williamsburg,Liquor Store,,40.715531,-73.949425,,,,Yes,Yes,"Delivery on Monday, Wednesday or Thursday. Order online: https://www.vine-wine.com/",,,5/3/2020 7:32pm,,Tues-Sat: 4pm-8pm,,
Vista Pharmacy,406,No Answer,,,"236 Bushwick Ave, Brooklyn, NY 11206",11206,(718) 417-9031,,,East Williamsburg,Pharmacy,21,40.707389,-73.939984,,,,,,,,,4/29/2020 12:34am,,,,
Vittles Cafe ,407,Open,Location,5/5/2020,"94 Franklin St., Brooklyn, NY 11222",11222,(718) 383-0367,,https://www.instagram.com/vittles.cafe/,Greenpoint,Restaurant,6,40.727886,-73.957005,,,,Yes,No,Open on sunny days. Order online for contactless pickup: https://www.clover.com/online-ordering/vittles-brooklyn,,X,4/29/2020 1:01am,Cafe,9am-3pm on sunny days,,
Walgreens,408,Open,,,"755 Broadway, Brooklyn, NY 11206",11206,(718) 963-2702,,https://www.walgreens.com/locator/walgreens-755+broadway-brooklyn-ny-11206/id=1918,East Williamsburg,Pharmacy,32,40.700677,-73.941318,Tues: 8am-9am for Seniors ,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9am-9pm / Sat: 9am-6pm / Sun: 10am-6pm AND Store Daily: 9am-9pm,"Store 9-9 daily. Pharmacy: M-F 9-9, Sat 9-6, Sun 10-6",
Walgreens Pharmacy,409,Open,,,"210 Union Ave, Brooklyn, NY 11211",11211,(718) 963-3130,,,South Williamsburg,Pharmacy,30,40.706967,-73.949981,Tues: 8am-9am for Seniors,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9am-9pm / Sat: 9am-6pm / Sun: 10am-6pm AND Store Daily: 9am-9pm,"Store 9-9 daily. Pharmacy: M-F 9-9, Sat 9-6, Sun 10-6",
Wei's,410,Open,,5/5/2020,"145 Borniquen Pl., Brooklyn, NY 11211",11211,(718) 360-1908,,https://www.instagram.com/weis_williamsburg/,South Williamsburg,Restaurant,26,40.710849,-73.953851,,,,No,Yes,"Delivery on Seamless or Postmates, til 4am",,https://www.gofundme.com/f/staff-fund-for-weis,4/29/2020 1:01am,Chinese,Tues-Sun: 5pm-4am,,
Welcare Pharmacy & Surgical,411,Open,,,"54 Graham Ave, Brooklyn, NY 11206",11206,(718) 599-7200,info@welcaresupply.com,http://www.welcaresupply.com/,East Williamsburg,Pharmacy,22,40.702696,-73.942113,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9:30am-5pm / Sat: 9:30am-4pm / Sun: Closed ,"m-fr 9:30-5, Sat 9:30-4, Sun closed",
Wellness Plus Pharmacy,412,Open,,,"810 Flushing Ave #4106, Brooklyn, NY 11206",11206,(718) 443-3900,,,East Williamsburg,Pharmacy,22,40.700990,-73.939640,,,,Yes,Yes,,,,4/29/2020 12:34am,,Mon-Fri: 9am-5:30pm / Sat: 10am-2pm / Sun: Closed ,"m-fr 9-5:30, Sat 10-2, Sun closed",
Whole Foods Market,413,Open,,5/1/2020,"238 Bedford Avenue, Brooklyn, NY 11249",11249,(718) 734-2321,,wholefoodsmarket,North Williamsburg,Grocery Store - Supermarket,15,40.716444,-73.960400,Daily: 8am-9am for Seniors,,,,Yes,,,,4/29/2020 12:34am,,Daily: 9am-9pm,9-9 daily,
Wilhelms Hardware Store ,414,Open,,5/1/2020,157 Division Ave. Brooklyn NY ,11211,(718) 387-8000,None,None,South Williamsburg,Hardware Store,34,40.707846,-73.962093,None,,,Yes (Call ahead),Yes (Call ahead),,,,4/29/2020 12:34am,,Sun-Thurs: 11am-7:30pm / Fri: 10:30am-3pm,Sun-Thurs 11am-7:30pm Fri 10:30am-3pm,
Williamsburg Pharmacy & Surgical,415,No Answer,,,"244 Roebling St, Brooklyn, NY 11211",11211,(718) 387-9772,wbpharmacy@gmail.com,https://www.wbpharmacy.net/,South Williamsburg,Pharmacy,27,40.711339,-73.959832,,,,,,,,,4/29/2020 12:34am,,,,
Woodhull Hospital,416,Open,,5/1/2020,760 Broadway,11206,,,,South Williamsburg,Health and Wellness,32,40.699534,-73.942287,,,,,,,,,5/2/2020 1:22am,,Daily: 24 Hours,24 Hours,
Woodhull RX Center,417,Open,,,"755 Flushing Ave, Brooklyn, NY 11206",11206,(718) 599-1309,,,South Williamsburg,Pharmacy,32,40.700787,-73.942616,,,,,,,,,4/29/2020 12:34am,,Mon-Fri: 9am-5:45pm / Sat: 9am-4:45pm / Sun: Closed ,"m-f 9-5:45, sat 9-4:45, sun closed",
Woops Bakeshop,418,Closed,Location,5/2/2020,"120 Norman Avenue, Brooklyn, NY 11222",11222,(646) 921-2384,,bywoops.com,Greenpoint,Restaurant,7,40.725857,-73.949806,,,,,,,,,4/29/2020 12:34am,Cafe,,,
WR Paint Supply Inc. Benjamin Moore ,419,Open,,5/1/2020,720 Manhattan Ave. Brooklyn NY ,11222,(718) 349-0141,wrpaint724@gmail.com,None,Greenpoint,Hardware Store,7,40.726058,-73.951853,,,,Yes (Call ahead),Yes (Call ahead),Phone preferred over email.,,,4/29/2020 12:34am,,Mon-Sat: 8am-5pm / Sun: 10am-5pm,Mon-Sat 8am-5pm Sun 10am-5pm,
Yuji Ramen,420,Open,,5/5/2020,"150 Ainslie street, Brooklyn, NY 11211",11211,(929) 295-0480,,https://www.instagram.com/yujiramen_bk/,South Williamsburg,Restaurant,25,40.712536,-73.948750,,,,Yes,Yes,Call for pickup or delivery on Seamless,,X,4/29/2020 1:01am,Japanese,Daily: 10:30am-7pm,,
Zona Rosa,421,Open,,5/4/2020,571 Lorimer Street,11211,(917) 324-7423,,https://www.instagram.com/zonarosabrooklyn/?hl=en,North Williamsburg,Restaurant,25,40.713915,-73.949578,,,,Yes,Yes,"Order w/ @caviar and get $5 discount code ZONAROSA. Call for pickup orders, or show up.",,https://www.gofundme.com/f/qvsq4c-help-the-employees-of-zona-rosa,4/29/2020 1:01am,Mexican,Daily 3pm-9pm,,
Zukkie's,422,Closed,,,"279 Bushwick Avenue, Brooklyn, NY 11206",11206,(718) 456-0048,,https://www.instagram.com/zukkiesbikeshop/?hl=en,East Williamsburg,Bike Shops,21,40.706513,-73.939449,,,,,,,Google/Yelp claims permanently closed,,4/29/2020 12:34am,,,,
Tend,424,Open,,5/3/2020,"252 Franklin Street, Brooklyn NY",11222,(718) 383-5869,greenthumb@tendgreenpoint.com,https://www.tendgreenpoint.com,Greenpoint,Hardware Store,2,40.734829,-73.958201,,,,Yes,No,Pickup only. Follow instructions on website. ,,,5/4/2020 12:19am,,Non-Weds: Closed / Thurs-Sun: 12pm-5pm ,,
